id,created_at,text
1366907204171927555,2021-03-03 00:24:08,b'US to research on Covid-19 impact on\xc2\xa0children https://t.co/VZ5pUqU5i3'
1366907203492466694,2021-03-03 00:24:07,b'This is a good (and important) read as we near the final debates on the first Biden Covid bill https://t.co/jM0R7c1A77'
1366907200497664003,2021-03-03 00:24:07,b'@Burnside_Fan Covid test time maybe?'
1366907200376086528,2021-03-03 00:24:07,"b""https://t.co/ji5fFSRMtD CORONAVIRUS PANDEMIC: B.C.'s delay of 2nd doses of COVID-19 vaccine based on 'science and d\xe2\x80\xa6 https://t.co/uPssIceqjd"""
1366907199612715013,2021-03-03 00:24:06,"b""@KillaCJ93 fr my parents are acting like covid suddenly disappeared overnight like no it's still very much here. st\xe2\x80\xa6 https://t.co/mrpwpkIdKG"""
1366907198312448002,2021-03-03 00:24:06,"b'Someone at Roseburg High School has tested positive for COVID-19, district officials say. https://t.co/vSYjJLRjDW'"
1366907195309359104,2021-03-03 00:24:05,b'@SoDakDems @SDBizJournal @southdakota @SDMagazine @SouthDakotaLP @SouthDakotaArts @COVID19Tracking @govkristinoem\xe2\x80\xa6 https://t.co/pRDGHDhbbe'
1366907194541768719,2021-03-03 00:24:05,b'@GregAbbott_TX So you are going to kill them Covid and freeze them to death???!!???\nThat right there is sound politics!'
1366907192344010753,2021-03-03 00:24:05,b'@SustainableFred @FMart80 @PatrioticMills @AOC Those will come in the Covid relief bill that is being held up for no good reason.'
1366907190565568514,2021-03-03 00:24:04,"b'@GovAbbott 1,608 Texans died of Covid this week.'"
1366907190523666440,2021-03-03 00:24:04,b'@callmehuie Shit gonna solve COVID-19 and give me Covid-21'
1366907190381019153,2021-03-03 00:24:04,b'It\xe2\x80\x99s not just COVID either\xe2\x80\x94and we have to recognize that and do something about it. https://t.co/BX3L6E0RqT'
1366907190003576835,2021-03-03 00:24:04,b'like ??? my bf has work 9-5 and i have class 5-10 so explain?? and the weekends it\xe2\x80\x99s impossible to go shopping anyw\xe2\x80\xa6 https://t.co/qLaEjmMDBW'
1366907189097455616,2021-03-03 00:24:04,"b""NHL's COVID-19 list at season-low 3 players https://t.co/pOVZOxKAtN https://t.co/EtVjJDA5Oa"""
1366907185607839744,2021-03-03 00:24:03,b'Biden says there will be enough vaccine for American adults by end of May https://t.co/VrPBXZYsyT https://t.co/41e1qGSiGL'
1366907185469353985,2021-03-03 00:24:03,"b'Heavy ass arms day at the gym after the COVID vaccine. If my arm is going to be sore, I\xe2\x80\x99m going to make damn sure it is SORE.'"
1366907184596934658,2021-03-03 00:24:03,b'FDA approves third Covid-19 vaccine from Johnson &amp; Johnson - CNN Video https://t.co/S2Zw2XP9En https://t.co/DS5fz9W3w4'
1366907184328630274,2021-03-03 00:24:03,b'Have state unemployment insurance systems recovered from COVID-19? https://t.co/DmXw9VVIsv #govtech #stateandlocal\xe2\x80\xa6 https://t.co/xV4WrkO47q'
1366907183611346948,2021-03-03 00:24:03,b'Dolly Parton calling out anti-vaxxers via a remix of Jolene while getting the Covid vaccine she helped fund is the\xe2\x80\xa6 https://t.co/Evr79BC1F3'
1366907183066214410,2021-03-03 00:24:03,b'You\xe2\x80\x99re literally so ignorant about saving other peoples lives that it\xe2\x80\x99s crazy. Maybe people are upset because they\xe2\x80\xa6 https://t.co/5euF4rdR8M'
1366907181338161162,2021-03-03 00:24:02,b'Little tiny New Jersey has vaccinated more people than all of Canada.   https://t.co/pqONgIHbKY'
1366907181023588352,2021-03-03 00:24:02,"b'@jengleruk This farce will hopefully end when the Covid Nuremberg Trial begins, led by Dr Reiner Fuellmich:\xe2\x80\xa6 https://t.co/pNGSeZOeTJ'"
1366907180020944901,2021-03-03 00:24:02,"b""Fighting Stigma :  India's Covid-19 active caseload stands at 1,68358: Health ministry: According to the health min\xe2\x80\xa6 https://t.co/kR4AmLJbRR"""
1366907179773530113,2021-03-03 00:24:02,"b""Dolly Parton gets Covid-19 vaccination, jokes she got a 'dose of her own medicine' https://t.co/uLdWuLMgH4"""
1366907178364370947,2021-03-03 00:24:01,b'@JoeBiden we need a national mask mandate. the texas government clearly does not care about our wellbeing and we ar\xe2\x80\xa6 https://t.co/nfU7XKlw4S'
1366907178188034050,2021-03-03 00:24:01,b'@omn0mnomm @Bluecipher_ @BryanBellamy That\xe2\x80\x99s because you lack critical thinking. Using American soldiers deaths to\xe2\x80\xa6 https://t.co/iN7vapyqQw'
1366907177697484800,2021-03-03 00:24:01,b'ANNAPOLIS \xe2\x80\x94 Former U.S. Centers for Disease Control Director Dr. Robert Redfield has been brought on by Gov. Larry\xe2\x80\xa6 https://t.co/b5GIAXv6n8'
1366907177194127368,2021-03-03 00:24:01,b'@agraybee Bernie got his wish. That fraud gets absolutely nothing done other than hampering progress.\n\nHe set the t\xe2\x80\xa6 https://t.co/VB7SMGstTa'
1366907176409833472,2021-03-03 00:24:01,"b'So this is the beginning of Covid 2.0, thanks guys!     \n""Texas and Mississippi lift mask mandates and say all busi\xe2\x80\xa6 https://t.co/TsB3Pa9y4w'"
1366907176359403521,2021-03-03 00:24:01,b'@DeafEnigma I do.  I have been tracking it fairly closely.  I am sure you are aware that small number of people rea\xe2\x80\xa6 https://t.co/ZTaHWRWwsr'
1366907175734550530,2021-03-03 00:24:01,b'ME AND @veronicabpompa GOT OUR COVID VACCINE https://t.co/IGk5plPWb9'
1366907175537307655,2021-03-03 00:24:01,"b""Why Canada's pandemic experience has been easier than some https://t.co/vBnjIbhd8F"""
1366907175285776385,2021-03-03 00:24:01,"b'Renee Still, a 27-year medical assistant at Holy Spirit Medical Center, has been sidelined by her most recent cance\xe2\x80\xa6 https://t.co/SsQj6FLy4s'"
1366907175151542276,2021-03-03 00:24:01,b'Oh I\xe2\x80\x99m getting Covid for sure.'
1366907173536755713,2021-03-03 00:24:00,"b'How rich that Abbott got his covid vaccine, then opens Texas 100% &amp; removes the mask mandate. Only 6.5% of Texas ha\xe2\x80\xa6 https://t.co/crd0bFsf03'"
1366907173490597888,2021-03-03 00:24:00,"b'I see that very often lately, companies who want you to work in their offices in person, but due to COVID precautio\xe2\x80\xa6 https://t.co/wteocpr4ll'"
1366907173473837062,2021-03-03 00:24:00,"b'@POTUS can you guy agree on anything ? the vaccine bill was 1% for Covid ,how can you expect the American people to have any faith in you?'"
1366907173469646853,2021-03-03 00:24:00,b'Congressional Subcommittee Launches Investigation Into One Medical\xe2\x80\x99s Covid-19 Vaccine Distribution : #analytics\xe2\x80\xa6 https://t.co/PpayImBc6H'
1366907172961935361,2021-03-03 00:24:00,b'Yep. He\xe2\x80\x99d have to admit that Covid\xe2\x80\x99s not just a little cold. He was almost intubated b/c he was having painful trou\xe2\x80\xa6 https://t.co/PX14KFUpFH'
1366907171418607616,2021-03-03 00:24:00,"b""Man gets Covid jab from 'guardian angel' doctor who saved his life 20 years ago https://t.co/J5pUkYtJkK https://t.co/8XQafxdc7e"""
1366907171246665728,2021-03-03 00:24:00,"b'""Even prior to the pandemic, some people with OCD might have already felt preoccupied with worries about their heal\xe2\x80\xa6 https://t.co/ZHnUVrAQTQ'"
1366907170873364480,2021-03-03 00:24:00,"b'@djrok212 @RancidGinger @GregAbbott_TX Yes, you said it. We all have to have to social distance and wear a mask bec\xe2\x80\xa6 https://t.co/6mMRqLEaCY'"
1366907170852323328,2021-03-03 00:24:00,"b'@thatgirl_cecio I\xe2\x80\x99m sad to hear that, Ceci. (Is it COVID? Hope not.) I\xe2\x80\x99ll keep praying for him. All okay here. Hang\xe2\x80\xa6 https://t.co/NdQJPZYmTv'"
1366907169791164416,2021-03-03 00:23:59,b'Where can I get the COVID vaccine for my mom!? @GovLarryHogan come on dude'
1366907169598300162,2021-03-03 00:23:59,"b'""Biden\xe2\x80\x99s administration is working on a national testing plan, but it cannot come fast enough. State &amp; local health\xe2\x80\xa6 https://t.co/WCM5hTCBzX'"
1366907168872620032,2021-03-03 00:23:59,"b'@AlexBerenson In 2020, total estimated deaths (per the CDC) in the US came in ~225k over the expected total, calcul\xe2\x80\xa6 https://t.co/HPVS6P1Roz'"
1366907168834936834,2021-03-03 00:23:59,"b'@HinsonSandra Be careful until then. I have a good friend from college who almost checked out form Covid, and he is\xe2\x80\xa6 https://t.co/EtjOhCDK6W'"
1366907168176365572,2021-03-03 00:23:59,"b""@julie_mikus @DrEricDing So what.  At least you got it.  There are many, many seniors who still can't get.  They di\xe2\x80\xa6 https://t.co/kR5rUGM1Ns"""
1366907168138530816,2021-03-03 00:23:59,b'@nytimes If the freeze didn\xe2\x80\x99t kill ya Covid will.'
